tipo,codigo_tabela,cod_produto,variacao,campo,valor_atual_sistema,valor_senior,nome_atual_sistema,nome_senior,preco_atual_sistema,preco_senior,desconto_atual_sistema,desconto_senior,quantidade_minima,synced_at,origem
INSERIR,299,SCPSSMAC,115,item,,existe,,SUCO COPO MACA 115ML,,1.27,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,299,SCPSSMAR,200,item,,existe,,SUCO COPO MARACUJA,,1.98,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,299,SCPSSUVA,200,item,,existe,,NECTAR COPO UVA,,2.18,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,299,SGPSSCLA,05L,item,,existe,,SUCO GALÃO PET LARANJA ADOCADO,,28.89,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,299,SGPSSLAR,05L,item,,existe,,SUCO GALAO LARANJA PET,,38.8,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,299,SGPSSMMA,05L,item,,existe,,SUCO GALÃO PET MANGA E MARACUJA,,39.66,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,299,SGPSSUVA,05L,item,,existe,,NECTAR GALAO UVA PET,,34.32,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,299,SGRSSCAJ,300,item,,existe,,SUCO GARRAFA CAJU,,3.22,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,299,SGRSSMMA,300,item,,existe,,SUCO GARRAFA MANGA E MARACUJA,,3.97,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,401,CBSSSLAR,05L,item,,existe,,CONC BOLSA LARANJA,,46.8,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,401,SBSSSABH,05L,item,,existe,,SUCO BOLSA ABACAXI COM HORTELA,,37.34,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,401,SBSSSCAJ,05L,item,,existe,,SUCO BOLSA CAJU,,28.39,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,401,SBSSSCLA,05L,item,,existe,,SUCO BOLSA COMPOSTO DE LARANJA,,33.25,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,401,SBSSSGOI,05L,item,,existe,,SUCO BOLSA GOIABA,,27.87,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,401,SBSSSLAR,05L,item,,existe,,SUCO BOLSA LARANJA,,41.71,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,401,SBSSSMAR,05L,item,,existe,,SUCO BOLSA MARACUJA,,42.9,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,401,SBSSSUVA,05L,item,,existe,,NECTAR BOLSA UVA,,42.12,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,401,SCPSSCAJ,200,item,,existe,,SUCO COPO CAJU,,1.87,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,401,SCPSSCOC,200,item,,existe,,SUCO COPO AGUA COCO,,2.6,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,401,SCPSSGOI,200,item,,existe,,SUCO COPO GOIABA,,1.87,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,401,SCPSSLAR,115,item,,existe,,SUCO COPO LARANJA 115ML,,1.39,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,401,SCPSSLAR,200,item,,existe,,SUCO COPO LARANJA 200ML,,2.25,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,401,SCPSSMAC,115,item,,existe,,SUCO COPO MACA 115ML,,1.43,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,401,SCPSSMAR,200,item,,existe,,SUCO COPO MARACUJA,,2.31,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,401,SCPSSUVA,200,item,,existe,,NECTAR COPO UVA,,2.55,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,401,SGPSSCLA,05L,item,,existe,,SUCO GALÃO PET LARANJA ADOCADO,,35.25,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,401,SGPSSLAR,05L,item,,existe,,SUCO GALAO LARANJA PET,,43.65,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,401,SGPSSMMA,05L,item,,existe,,SUCO GALÃO PET MANGA E MARACUJA,,39.14,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,401,SGPSSUVA,05L,item,,existe,,NECTAR GALAO UVA PET,,44.2,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,401,SGRSSABH,900,item,,existe,,SUCO GARRAFA ABACAXI COM HORTELA,,8.78,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,401,SGRSSCAJ,1L7,item,,existe,,SUCO GARRAFA CAJU,,15.6,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,401,SGRSSCAJ,300,item,,existe,,SUCO GARRAFA CAJU,,3.48,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,401,SGRSSCAJ,900,item,,existe,,SUCO GARRAFA CAJU,,8.84,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,401,SGRSSCOC,900,item,,existe,,AGUA GARRAFA DE COCO,,11.0,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,401,SGRSSGOH,900,item,,existe,,SUCO GARRAFA GOIABA COM HIBISCO,,13.23,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,401,SGRSSGOI,900,item,,existe,,SUCO GARRAFA GOIABA,,8.84,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,401,SGRSSLAR,1L7,item,,existe,,SUCO GARRAFA PASTEURIZADO DE LARANJA,,19.74,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,401,SGRSSLAR,300,item,,existe,,SUCO GARRAFA PASTEURIZADO DE LARANJA,,4.46,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,401,SGRSSLAR,900,item,,existe,,SUCO GARRAFA PASTEURIZADO DE LARANJA,,10.27,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,401,SGRSSLMO,900,item,,existe,,SUCO GARRAFA LARANJA COM MORANGO,,13.23,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,401,SGRSSMAR,1L7,item,,existe,,SUCO GARRAFA MARACUJA,,20.9,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,401,SGRSSMAR,900,item,,existe,,SUCO GARRAFA MARACUJA 900 ML,,11.0,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,401,SGRSSMMA,300,item,,existe,,SUCO GARRAFA MANGA E MARACUJA,,4.43,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,401,SGRSSMMA,900,item,,existe,,SUCO GARRAFA MANGA E MARACUJA,,8.95,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,401,SGRSSUVA,1L7,item,,existe,,NECTAR GARRAFA UVA,,20.31,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,402,CBSSSLAR,05L,item,,existe,,CONC BOLSA LARANJA,,48.27,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,402,SBSSSABH,05L,item,,existe,,SUCO BOLSA ABACAXI COM HORTELA,,38.48,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,402,SBSSSCAJ,05L,item,,existe,,SUCO BOLSA CAJU,,29.12,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,402,SBSSSCLA,05L,item,,existe,,SUCO BOLSA COMPOSTO DE LARANJA,,34.25,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,402,SBSSSGOI,05L,item,,existe,,SUCO BOLSA GOIABA,,28.6,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,402,SBSSSLAR,05L,item,,existe,,SUCO BOLSA LARANJA,,43.17,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,402,SBSSSMAR,05L,item,,existe,,SUCO BOLSA MARACUJA,,44.28,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,402,SBSSSUVA,05L,item,,existe,,NECTAR BOLSA UVA,,43.42,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,402,SCPSSCAJ,200,item,,existe,,SUCO COPO CAJU,,1.93,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,402,SCPSSCOC,200,item,,existe,,SUCO COPO AGUA COCO,,2.7,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,402,SCPSSGOI,200,item,,existe,,SUCO COPO GOIABA,,1.93,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,402,SCPSSLAR,115,item,,existe,,SUCO COPO LARANJA 115ML,,1.44,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,402,SCPSSLAR,200,item,,existe,,SUCO COPO LARANJA 200ML,,2.33,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,402,SCPSSMAC,115,item,,existe,,SUCO COPO MACA 115ML,,1.48,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,402,SCPSSMAR,200,item,,existe,,SUCO COPO MARACUJA,,2.38,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,402,SCPSSUVA,200,item,,existe,,NECTAR COPO UVA,,2.62,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,402,SGPSSCLA,05L,item,,existe,,SUCO GALÃO PET LARANJA ADOCADO,,36.25,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,402,SGPSSLAR,05L,item,,existe,,SUCO GALAO LARANJA PET,,45.11,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,402,SGPSSMMA,05L,item,,existe,,SUCO GALÃO PET MANGA E MARACUJA,,40.17,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,402,SGPSSUVA,05L,item,,existe,,NECTAR GALAO UVA PET,,45.5,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,402,SGRSSABH,900,item,,existe,,SUCO GARRAFA ABACAXI COM HORTELA,,9.09,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,402,SGRSSCAJ,1L7,item,,existe,,SUCO GARRAFA CAJU,,16.12,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,402,SGRSSCAJ,300,item,,existe,,SUCO GARRAFA CAJU,,3.59,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,402,SGRSSCAJ,900,item,,existe,,SUCO GARRAFA CAJU,,9.1,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,402,SGRSSCOC,900,item,,existe,,AGUA GARRAFA DE COCO,,12.0,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,402,SGRSSGOH,900,item,,existe,,SUCO GARRAFA GOIABA COM HIBISCO,,13.62,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,402,SGRSSGOI,900,item,,existe,,SUCO GARRAFA GOIABA,,9.1,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,402,SGRSSLAR,1L7,item,,existe,,SUCO GARRAFA PASTEURIZADO DE LARANJA,,20.45,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,402,SGRSSLAR,300,item,,existe,,SUCO GARRAFA PASTEURIZADO DE LARANJA,,4.61,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,402,SGRSSLAR,900,item,,existe,,SUCO GARRAFA PASTEURIZADO DE LARANJA,,10.56,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,402,SGRSSLMO,900,item,,existe,,SUCO GARRAFA LARANJA COM MORANGO,,13.62,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,402,SGRSSMAR,1L7,item,,existe,,SUCO GARRAFA MARACUJA,,21.56,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,402,SGRSSMAR,900,item,,existe,,SUCO GARRAFA MARACUJA 900 ML,,11.33,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,402,SGRSSMMA,300,item,,existe,,SUCO GARRAFA MANGA E MARACUJA,,4.53,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,402,SGRSSMMA,900,item,,existe,,SUCO GARRAFA MANGA E MARACUJA,,9.26,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,402,SGRSSUVA,1L7,item,,existe,,NECTAR GARRAFA UVA,,20.9,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,403,CBSSSLAR,05L,item,,existe,,CONC BOLSA LARANJA,,49.74,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,403,SBSSSABH,05L,item,,existe,,SUCO BOLSA ABACAXI COM HORTELA,,39.52,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,403,SBSSSCAJ,05L,item,,existe,,SUCO BOLSA CAJU,,29.9,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,403,SBSSSCLA,05L,item,,existe,,SUCO BOLSA COMPOSTO DE LARANJA,,35.25,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,403,SBSSSGOI,05L,item,,existe,,SUCO BOLSA GOIABA,,32.52,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,403,SBSSSLAR,05L,item,,existe,,SUCO BOLSA LARANJA,,44.14,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,403,SBSSSMAR,05L,item,,existe,,SUCO BOLSA MARACUJA,,45.65,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,403,SBSSSUVA,05L,item,,existe,,NECTAR BOLSA UVA,,44.72,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,403,SCPSSCAJ,200,item,,existe,,SUCO COPO CAJU,,2.0,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,403,SCPSSCOC,200,item,,existe,,SUCO COPO AGUA COCO,,2.8,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,403,SCPSSGOI,200,item,,existe,,SUCO COPO GOIABA,,2.0,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,403,SCPSSLAR,115,item,,existe,,SUCO COPO LARANJA 115ML,,1.48,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,403,SCPSSLAR,200,item,,existe,,SUCO COPO LARANJA 200ML,,2.41,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,403,SCPSSMAC,115,item,,existe,,SUCO COPO MACA 115ML,,1.53,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,403,SCPSSMAR,200,item,,existe,,SUCO COPO MARACUJA,,2.44,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,403,SCPSSUVA,200,item,,existe,,NECTAR COPO UVA,,2.7,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,403,SGPSSCLA,05L,item,,existe,,SUCO GALÃO PET LARANJA ADOCADO,,37.5,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,403,SGPSSLAR,05L,item,,existe,,SUCO GALAO LARANJA PET,,46.08,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,403,SGPSSMMA,05L,item,,existe,,SUCO GALÃO PET MANGA E MARACUJA,,41.2,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,403,SGPSSUVA,05L,item,,existe,,NECTAR GALAO UVA PET,,46.8,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,403,SGRSSABH,900,item,,existe,,SUCO GARRAFA ABACAXI COM HORTELA,,9.26,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,403,SGRSSCAJ,1L7,item,,existe,,SUCO GARRAFA CAJU,,16.64,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,403,SGRSSCAJ,300,item,,existe,,SUCO GARRAFA CAJU,,3.64,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,403,SGRSSCAJ,900,item,,existe,,SUCO GARRAFA CAJU,,9.36,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,403,SGRSSCOC,900,item,,existe,,AGUA GARRAFA DE COCO,,13.0,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,403,SGRSSGOH,900,item,,existe,,SUCO GARRAFA GOIABA COM HIBISCO,,14.01,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,403,SGRSSGOI,900,item,,existe,,SUCO GARRAFA GOIABA,,9.36,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,403,SGRSSLAR,1L7,item,,existe,,SUCO GARRAFA PASTEURIZADO DE LARANJA,,21.15,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,403,SGRSSLAR,300,item,,existe,,SUCO GARRAFA PASTEURIZADO DE LARANJA,,4.75,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,403,SGRSSLAR,900,item,,existe,,SUCO GARRAFA PASTEURIZADO DE LARANJA,,10.85,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,403,SGRSSLMO,900,item,,existe,,SUCO GARRAFA LARANJA COM MORANGO,,14.01,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,403,SGRSSMAR,1L7,item,,existe,,SUCO GARRAFA MARACUJA,,22.22,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,403,SGRSSMAR,900,item,,existe,,SUCO GARRAFA MARACUJA 900 ML,,11.66,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,403,SGRSSMMA,300,item,,existe,,SUCO GARRAFA MANGA E MARACUJA,,4.64,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,403,SGRSSMMA,900,item,,existe,,SUCO GARRAFA MANGA E MARACUJA,,9.43,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,403,SGRSSUVA,1L7,item,,existe,,NECTAR GARRAFA UVA,,21.53,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,403B,CBSSSLAR,05L,item,,existe,,CONC BOLSA LARANJA,,51.21,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,403B,SBSSSCLA,05L,item,,existe,,SUCO BOLSA COMPOSTO DE LARANJA,,36.25,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,403B,SBSSSGOI,05L,item,,existe,,SUCO BOLSA GOIABA,,29.38,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,403B,SBSSSGOI,09L,item,,existe,,SUCO BOLSA GOIABA,,28.25,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,403B,SBSSSLAR,05L,item,,existe,,SUCO BOLSA LARANJA,,45.59,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,403B,SCPSSLAR,115,item,,existe,,SUCO COPO LARANJA 115ML,,1.52,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,403B,SCPSSLAR,200,item,,existe,,SUCO COPO LARANJA 200ML,,2.48,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,403B,SCPSSMAC,115,item,,existe,,SUCO COPO MACA 115ML,,1.57,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,403B,SGPSSCLA,05L,item,,existe,,SUCO GALÃO PET LARANJA ADOCADO,,38.75,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,403B,SGPSSLAR,05L,item,,existe,,SUCO GALAO LARANJA PET,,47.53,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,403B,SGRSSLAR,900,item,,existe,,SUCO GARRAFA PASTEURIZADO DE LARANJA,,11.3,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,501,CBSSSLAR,05L,item,,existe,,CONC BOLSA LARANJA,,43.86,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,501,SBSSSABH,05L,item,,existe,,SUCO BOLSA ABACAXI COM HORTELA,,36.52,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,501,SBSSSCAJ,05L,item,,existe,,SUCO BOLSA CAJU,,29.12,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,501,SBSSSCLA,05L,item,,existe,,SUCO BOLSA COMPOSTO DE LARANJA,,32.95,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,501,SBSSSGOI,05L,item,,existe,,SUCO BOLSA GOIABA,,29.12,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,501,SBSSSLAR,05L,item,,existe,,SUCO BOLSA LARANJA,,43.17,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,501,SBSSSMAR,05L,item,,existe,,SUCO BOLSA MARACUJA,,41.8,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,501,SBSSSUVA,05L,item,,existe,,NECTAR BOLSA UVA,,40.56,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,501,SCPSSCAJ,200,item,,existe,,SUCO COPO CAJU,,1.77,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,501,SCPSSCOC,200,item,,existe,,SUCO COPO AGUA COCO,,2.7,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,501,SCPSSGOI,200,item,,existe,,SUCO COPO GOIABA,,1.77,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,501,SCPSSLAR,115,item,,existe,,SUCO COPO LARANJA 115ML,,1.46,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,501,SCPSSLAR,200,item,,existe,,SUCO COPO LARANJA 200ML,,2.22,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,501,SCPSSMAC,115,item,,existe,,SUCO COPO MACA 115ML,,1.51,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,501,SCPSSMAR,200,item,,existe,,SUCO COPO MARACUJA,,2.22,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
