codigo_tabela,cod_produto,variacao,nome_produto,preco,desconto,quantidade_minima,synced_at,origem
201,MADEACUCA,UNI,,9.72,0.0,1,2026-05-22T17:10:28.033567+00:00,Sistema local - item existe no sistema e nao veio do Senior ERP
